# 3D Systems, Inc.
# New Model
1024.7449510 -644.3847704 -564.7822926
1024.6775522 -644.3847704 -564.7399381
1024.6098387 -644.3847704 -564.6979899
1024.6438024 -644.3847704 -564.7188096
1024.5755832 -644.3847704 -564.6776497
1025.0555525 -644.3847704 -564.6673645
1025.0931410 -644.3847704 -564.6811998
1025.1310771 -644.3847704 -564.6939041
1024.5059909 -644.3847704 -564.6390651
1024.5410067 -644.3847704 -564.6579671
1024.6423439 -644.3847704 -564.6514976
1024.9807222 -644.3847704 -564.6386243
1025.0181399 -644.3847704 -564.6529831
1024.4704582 -644.3847704 -564.6211014
1024.6737542 -644.3847704 -564.6263598
1024.9050778 -644.3847704 -564.6124413
1024.9431045 -644.3847704 -564.6248843
1024.4343615 -644.3847704 -564.6042685
1024.7090536 -644.3847704 -564.6076396
1024.7473611 -644.3847704 -564.5964090
1024.7871530 -644.3847704 -564.5926104
1024.8270803 -644.3847704 -564.5950495
1024.8664411 -644.3847704 -564.6021319
1025.6073849 -644.3847704 -565.2782691
1025.6470848 -644.3847704 -565.2807022
1025.6868585 -644.3847704 -565.2799875
1025.7264822 -644.3847704 -565.2764220
1025.4915523 -644.3847704 -565.2508118
1025.5293340 -644.3847704 -565.2633136
1025.5680357 -644.3847704 -565.2724931
1025.7658014 -644.3847704 -565.2703593
1025.8047302 -644.3847704 -565.2621688
1025.8432408 -644.3847704 -565.2522058
1025.4548971 -644.3847704 -565.2351854
1025.8813479 -644.3847704 -565.2407954
1025.3856847 -644.3847704 -565.1961888
1025.4196346 -644.3847704 -565.2168046
1025.3527856 -644.3847704 -565.1738019
1025.3207972 -644.3847704 -565.1500221
1025.2896217 -644.3847704 -565.1251538
1025.2293594 -644.3847704 -565.0730617
1025.2591921 -644.3847704 -565.0994551
1025.1999849 -644.3847704 -565.0460739
1025.1710253 -644.3847704 -565.0186578
1025.1695921 -644.3847704 -564.7048523
1025.2087515 -644.3847704 -564.7132893
1025.3282759 -644.3847704 -564.7218177
1025.3682324 -644.3847704 -564.7198236
1025.4080582 -644.3847704 -564.7159200
1025.4477079 -644.3847704 -564.7104361
1025.4871724 -644.3847704 -564.7036952
1025.5264690 -644.3847704 -564.6960069
1025.5656057 -644.3847704 -564.6876710
1025.6046597 -644.3847704 -564.6789600
1025.6436966 -644.3847704 -564.6701361
1025.6827712 -644.3847704 -564.6614555
1025.7219335 -644.3847704 -564.6531691
1025.7612263 -644.3847704 -564.6455248
1025.8006873 -644.3847704 -564.6387640
1025.8402941 -644.3847704 -564.6329857
1025.8800352 -644.3847704 -564.6281075
1025.9190940 -644.3847704 -565.2282256
1025.9565385 -644.3847704 -565.2147483
1025.9937710 -644.3847704 -565.2005570
1026.0307365 -644.3847704 -565.1856507
1026.0673112 -644.3847704 -565.1698820
1026.1033951 -644.3847704 -565.1530755
1026.1389049 -644.3847704 -565.1350159
1026.1736443 -644.3847704 -565.1154984
1026.2073645 -644.3847704 -565.0942936
1026.2397501 -644.3847704 -565.0711427
1026.2703901 -644.3847704 -565.0457636
1026.2987434 -644.3847704 -565.0178755
1026.3241105 -644.3847704 -564.9872559
1026.3456479 -644.3847704 -564.9538353
1026.3624713 -644.3847704 -564.9178095
1026.3738631 -644.3847704 -564.8796926
1026.3794929 -644.3847704 -564.8402261
1025.9198822 -644.3847704 -564.6240490
1025.9598017 -644.3847704 -564.6207385
1025.9997666 -644.3847704 -564.6181099
1026.0397564 -644.3847704 -564.6161009
1026.0797590 -644.3847704 -564.6146524
1026.1197706 -644.3847704 -564.6137062
1026.1597968 -644.3847704 -564.6132032
1026.1998493 -644.3847704 -564.6130803
1026.2399375 -644.3847704 -564.6132638
1026.2800445 -644.3847704 -564.6136578
1026.3200641 -644.3847704 -564.6141187
1026.3598813 -644.3847704 -564.6144051
1026.3999761 -644.3847704 -564.6141528
1026.4399049 -644.3847704 -564.6128023
1026.4796872 -644.3847704 -564.6096862
1026.5192508 -644.3847704 -564.6045014
1026.5585750 -644.3847704 -564.5976004
1026.5979281 -644.3847704 -564.5895594
1026.6367738 -644.3847704 -564.5809996
1026.6224593 -644.3847704 -564.5103286
1026.6757474 -644.3847704 -564.5721108
1026.7148113 -644.3847704 -564.5631815
1026.7539120 -644.3847704 -564.5544202
1026.7930739 -644.3847704 -564.5459495
1026.8323262 -644.3847704 -564.5378604
1026.8716853 -644.3847704 -564.5302330
1026.9111524 -644.3847704 -564.5231451
1026.9506921 -644.3847704 -564.5166801
1026.9902685 -644.3847704 -564.5109222
1027.0299979 -644.3847704 -564.5059418
1027.0698468 -644.3847704 -564.5018431
1027.1097758 -644.3847704 -564.4987422
1027.1497416 -644.3847704 -564.4967696
1027.1897675 -644.3847704 -564.4960748
1027.2298390 -644.3847704 -564.4968410
1027.2698057 -644.3847704 -564.4992496
1027.3096087 -644.3847704 -564.5032992
1027.3492170 -644.3847704 -564.5088971
1028.0020972 -644.3847704 -564.6980888
1028.0409262 -644.3847704 -564.7077993
1028.0798189 -644.3847704 -564.7172517
1027.8861583 -644.3847704 -564.6668684
1027.9246948 -644.3847704 -564.6776769
1027.9633477 -644.3847704 -564.6880660
1027.8095158 -644.3847704 -564.6437829
1027.8477579 -644.3847704 -564.6555877
1027.7334978 -644.3847704 -564.6187251
1027.7714434 -644.3847704 -564.6314465
1027.6198334 -644.3847704 -564.5800390
1027.6577526 -644.3847704 -564.5928448
1027.6956208 -644.3847704 -564.6057987
1027.5436190 -644.3847704 -564.5555662
1027.5818063 -644.3847704 -564.5675554
1027.4277248 -644.3847704 -564.5242622
1027.4665940 -644.3847704 -564.5337505
1027.5052261 -644.3847704 -564.5442418
1027.3885964 -644.3847704 -564.5159289
1028.8007403 -644.3847704 -564.9431659
1028.7346114 -644.3847704 -564.8991544
1028.7694492 -644.3847704 -564.9186127
1028.6981327 -644.3847704 -564.8826022
1028.5847831 -644.3847704 -564.8424616
1028.6228566 -644.3847704 -564.8546761
1028.6607225 -644.3847704 -564.8679454
1028.5078864 -644.3847704 -564.8201696
1028.5464314 -644.3847704 -564.8310115
1028.3915908 -644.3847704 -564.7902259
1028.4304318 -644.3847704 -564.7998622
1028.4692033 -644.3847704 -564.8098168
1028.2357411 -644.3847704 -564.7535817
1028.2747424 -644.3847704 -564.7625721
1028.3137256 -644.3847704 -564.7716379
1028.3526776 -644.3847704 -564.7808362
1028.1187605 -644.3847704 -564.7265010
1028.1577370 -644.3847704 -564.7356021
1028.1967349 -644.3847704 -564.7446104
1029.1899796 -644.3847704 -564.9854884
1029.2294274 -644.3847704 -564.9917272
1029.2691146 -644.3847704 -564.9961692
1029.3089749 -644.3847704 -564.9985815
1029.3489102 -644.3847704 -564.9989452
1029.3888229 -644.3847704 -564.9974489
1029.4286416 -644.3847704 -564.9942943
1029.4683192 -644.3847704 -564.9896801
1029.0732761 -644.3847704 -564.9584547
1029.1119093 -644.3847704 -564.9686097
1029.1508049 -644.3847704 -564.9777007
1029.5078292 -644.3847704 -564.9837976
1029.5471619 -644.3847704 -564.9768278
1029.5863206 -644.3847704 -564.9689406
1028.8779439 -644.3847704 -564.9476836
1028.9085746 -644.3847704 -564.9474086
1028.9966451 -644.3847704 -564.9358697
1029.0348706 -644.3847704 -564.9474667
1028.8824409 -644.3847704 -564.8996112
1028.9204966 -644.3847704 -564.9117227
1028.9585419 -644.3847704 -564.9238824
1029.6253185 -644.3847704 -564.9602952
1029.6641763 -644.3847704 -564.9510412
1029.7029198 -644.3847704 -564.9413201
1029.7415774 -644.3847704 -564.9312652
1029.7801736 -644.3847704 -564.9209814
1029.8187316 -644.3847704 -564.9105548
1029.8572740 -644.3847704 -564.9000706
1029.8958237 -644.3847704 -564.8896132
1029.9344033 -644.3847704 -564.8792666
1029.9730345 -644.3847704 -564.8691146
1030.0117379 -644.3847704 -564.8592414
1030.0505321 -644.3847704 -564.8497315
1030.0894332 -644.3847704 -564.8406700
1030.1284547 -644.3847704 -564.8321427
1030.1676060 -644.3847704 -564.8242343
1030.2068838 -644.3847704 -564.8169794
1030.2462725 -644.3847704 -564.8103520
1030.2857572 -644.3847704 -564.8043222
1030.3253244 -644.3847704 -564.7988596
1030.3649623 -644.3847704 -564.7939342
1030.4046600 -644.3847704 -564.7895156
1030.4444080 -644.3847704 -564.7855738
1030.4841979 -644.3847704 -564.7820787
1030.5240223 -644.3847704 -564.7790006
1030.5638750 -644.3847704 -564.7763098
1030.6037502 -644.3847704 -564.7739770
1030.6436430 -644.3847704 -564.7719809
1030.6835511 -644.3847704 -564.7703215
1030.7234718 -644.3847704 -564.7690018
1030.7634024 -644.3847704 -564.7680250
1030.8033399 -644.3847704 -564.7673944
1030.8432814 -644.3847704 -564.7671131
1030.8832239 -644.3847704 -564.7671843
1030.9231641 -644.3847704 -564.7676111
1030.9630988 -644.3847704 -564.7683965
1031.0030248 -644.3847704 -564.7695436
1031.0429386 -644.3847704 -564.7710555
1031.7945639 -644.3847704 -564.8697289
1031.6374320 -644.3847704 -564.8408059
1031.6766976 -644.3847704 -564.8481324
1031.7159630 -644.3847704 -564.8554592
1031.7552461 -644.3847704 -564.8626903
1031.4800290 -644.3847704 -564.8134293
1031.5194615 -644.3847704 -564.8197914
1031.5588303 -644.3847704 -564.8265389
1031.5981486 -644.3847704 -564.8335760
1031.2421955 -644.3847704 -564.7842642
1031.2819550 -644.3847704 -564.7880828
1031.3216732 -644.3847704 -564.7923094
1031.3613451 -644.3847704 -564.7969509
1031.4009653 -644.3847704 -564.8020137
1031.4405285 -644.3847704 -564.8075044
1031.0828369 -644.3847704 -564.7729355
1031.1227159 -644.3847704 -564.7751895
1031.1625714 -644.3847704 -564.7778244
1031.2023994 -644.3847704 -564.7808470
1031.9921340 -644.3847704 -564.8986476
1032.0318759 -644.3847704 -564.9026436
1032.0716770 -644.3847704 -564.9060002
1032.1115264 -644.3847704 -564.9087249
1032.1514136 -644.3847704 -564.9108253
1032.1913285 -644.3847704 -564.9123093
1032.2312615 -644.3847704 -564.9131850
1032.2712031 -644.3847704 -564.9134605
1032.3111445 -644.3847704 -564.9131440
1032.3510770 -644.3847704 -564.9122437
1032.3909923 -644.3847704 -564.9107681
1032.4308829 -644.3847704 -564.9087302
1032.4707429 -644.3847704 -564.9061611
1032.5105678 -644.3847704 -564.9030953
1031.8339322 -644.3847704 -564.8764779
1031.8733647 -644.3847704 -564.8828394
1031.9128723 -644.3847704 -564.8887147
1031.9524624 -644.3847704 -564.8940048
1032.5503544 -644.3847704 -564.8995674
1032.5901008 -644.3847704 -564.8956118
1032.6298059 -644.3847704 -564.8912625
1032.6694698 -644.3847704 -564.8865535
1032.7090938 -644.3847704 -564.8815184
1032.7486795 -644.3847704 -564.8761903
1032.7882295 -644.3847704 -564.8706024
1032.8277468 -644.3847704 -564.8647874
1032.8672346 -644.3847704 -564.8587761
1032.9066942 -644.3847704 -564.8525830
1032.9461257 -644.3847704 -564.8462139
1032.9855294 -644.3847704 -564.8396749
1033.0249056 -644.3847704 -564.8329719
1033.0642545 -644.3847704 -564.8261109
1033.1035766 -644.3847704 -564.8190979
1033.1428724 -644.3847704 -564.8119389
1033.1821423 -644.3847704 -564.8046398
1033.2213872 -644.3847704 -564.7972067
1033.2606076 -644.3847704 -564.7896455
1033.2998043 -644.3847704 -564.7819627
1033.3389809 -644.3847704 -564.7741782
1033.3781443 -644.3847704 -564.7663268
1033.4173013 -644.3847704 -564.7584441
1033.4564592 -644.3847704 -564.7505655
1033.4956250 -644.3847704 -564.7427267
1033.5348059 -644.3847704 -564.7349633
1033.5740085 -644.3847704 -564.7273108
1033.6132394 -644.3847704 -564.7198050
1033.6525047 -644.3847704 -564.7124818
1033.6918101 -644.3847704 -564.7053770
1033.7311605 -644.3847704 -564.6985264
1033.7705582 -644.3847704 -564.6919523
1033.8099997 -644.3847704 -564.6856455
1033.8494809 -644.3847704 -564.6795922
1033.8889981 -644.3847704 -564.6737785
1033.9285479 -644.3847704 -564.6681907
1033.9681271 -644.3847704 -564.6628148
1034.0077327 -644.3847704 -564.6576370
1034.0473620 -644.3847704 -564.6526433
1034.0870124 -644.3847704 -564.6478199
1034.1266815 -644.3847704 -564.6431528
1034.1663672 -644.3847704 -564.6386283
1034.2060677 -644.3847704 -564.6342355
1034.2457832 -644.3847704 -564.6299802
1034.2855142 -644.3847704 -564.6258735
1034.3252615 -644.3847704 -564.6219269
1034.3650254 -644.3847704 -564.6181517
1034.4048063 -644.3847704 -564.6145593
1034.4446041 -644.3847704 -564.6111611
1034.4844190 -644.3847704 -564.6079686
1034.5242506 -644.3847704 -564.6049932
1034.5640986 -644.3847704 -564.6022464
1034.6039625 -644.3847704 -564.5997400
1034.6438412 -644.3847704 -564.5974841
1034.6837329 -644.3847704 -564.5954725
1034.7236354 -644.3847704 -564.5936861
1034.7635467 -644.3847704 -564.5921056
1034.8034649 -644.3847704 -564.5907115
1034.8433886 -644.3847704 -564.5894845
1034.8833166 -644.3847704 -564.5884049
1034.9232479 -644.3847704 -564.5874535
1034.9631816 -644.3847704 -564.5866107
1035.0031171 -644.3847704 -564.5858570
1035.0430539 -644.3847704 -564.5851730
1035.0829914 -644.3847704 -564.5845392
1035.1229294 -644.3847704 -564.5839339
1035.1628675 -644.3847704 -564.5833324
1035.2028052 -644.3847704 -564.5827095
1035.2427422 -644.3847704 -564.5820400
1035.2826779 -644.3847704 -564.5812988
1035.3226117 -644.3847704 -564.5804607
1035.3625427 -644.3847704 -564.5795006
1035.4024700 -644.3847704 -564.5783933
1035.4423921 -644.3847704 -564.5771137
1035.4823074 -644.3847704 -564.5756368
1035.5222138 -644.3847704 -564.5739374
1035.5621096 -644.3847704 -564.5720052
1035.6019956 -644.3847704 -564.5698802
1035.6418738 -644.3847704 -564.5676133
1035.6817468 -644.3847704 -564.5652554
1035.7216175 -644.3847704 -564.5628574
1035.7614888 -644.3847704 -564.5604700
1035.8013637 -644.3847704 -564.5581441
1035.8412451 -644.3847704 -564.5559306
1035.8811351 -644.3847704 -564.5538805
1035.9210356 -644.3847704 -564.5520448
1035.9609474 -644.3847704 -564.5504749
1036.0008699 -644.3847704 -564.5492161
1036.0408009 -644.3847704 -564.5482643
1036.0807376 -644.3847704 -564.5475906
1036.1206778 -644.3847704 -564.5471659
1036.1606196 -644.3847704 -564.5469608
1036.2005621 -644.3847704 -564.5469462
1036.5600244 -644.3847704 -564.5506818
1036.5999649 -644.3847704 -564.5511055
1036.6399059 -644.3847704 -564.5514782
1036.6798474 -644.3847704 -564.5517886
1036.7197894 -644.3847704 -564.5520253
1036.7597318 -644.3847704 -564.5521770
1036.7996744 -644.3847704 -564.5522323
1036.8396171 -644.3847704 -564.5521799
1036.8795593 -644.3847704 -564.5520084
1036.9195008 -644.3847704 -564.5517151
1036.9594414 -644.3847704 -564.5513168
1036.2405043 -644.3847704 -564.5470928
1036.2804458 -644.3847704 -564.5473711
1036.3203866 -644.3847704 -564.5477521
1036.3603265 -644.3847704 -564.5482063
1036.4002660 -644.3847704 -564.5487047
1036.4402053 -644.3847704 -564.5492184
1036.4801447 -644.3847704 -564.5497269
1036.5200844 -644.3847704 -564.5502185
1036.9993811 -644.3847704 -564.5508327
1037.0393199 -644.3847704 -564.5502825
1037.0792581 -644.3847704 -564.5496854
1037.1191959 -644.3847704 -564.5490609
1037.1591335 -644.3847704 -564.5484284
1037.1990713 -644.3847704 -564.5478073
1037.2390096 -644.3847704 -564.5472172
1037.2789485 -644.3847704 -564.5466774
1037.3188883 -644.3847704 -564.5462074
1037.3588290 -644.3847704 -564.5458223
1037.3987702 -644.3847704 -564.5455142
1037.4387120 -644.3847704 -564.5452671
1037.4786540 -644.3847704 -564.5450655
1037.5185961 -644.3847704 -564.5448935
1037.5585383 -644.3847704 -564.5447353
1037.5984805 -644.3847704 -564.5445752
1037.6384226 -644.3847704 -564.5443974
1037.6783646 -644.3847704 -564.5441861
1037.7183063 -644.3847704 -564.5439257
1037.7582475 -644.3847704 -564.5436003
1037.7981881 -644.3847704 -564.5431959
1037.8381280 -644.3847704 -564.5427188
1037.8780672 -644.3847704 -564.5421910
1037.9180061 -644.3847704 -564.5416343
1037.9579448 -644.3847704 -564.5410710
1037.9978837 -644.3847704 -564.5405230
1038.0378231 -644.3847704 -564.5400124
1038.0777632 -644.3847704 -564.5395612
1038.1177041 -644.3847704 -564.5391915
1038.1576458 -644.3847704 -564.5389255
1038.1975881 -644.3847704 -564.5387852
1038.2375307 -644.3847704 -564.5387928
1038.2774728 -644.3847704 -564.5389699
1038.3174137 -644.3847704 -564.5393370
1038.3573521 -644.3847704 -564.5399147
1038.3972866 -644.3847704 -564.5407233
1038.4372151 -644.3847704 -564.5417836
1038.9545961 -644.3847704 -564.5834079
1038.9942726 -644.3847704 -564.5880123
1039.0339535 -644.3847704 -564.5925782
1039.0736449 -644.3847704 -564.5970524
1039.1133522 -644.3847704 -564.6013818
1039.1530798 -644.3847704 -564.6055213
1038.6366745 -644.3847704 -564.5515766
1038.6765041 -644.3847704 -564.5545762
1038.7163032 -644.3847704 -564.5579556
1038.7560725 -644.3847704 -564.5616712
1038.7958144 -644.3847704 -564.5656691
1038.8355327 -644.3847704 -564.5698953
1038.8752322 -644.3847704 -564.5742961
1038.9149180 -644.3847704 -564.5788181
1038.4771355 -644.3847704 -564.5431160
1038.5170451 -644.3847704 -564.5447411
1038.5569406 -644.3847704 -564.5466792
1038.5968184 -644.3847704 -564.5489510
1039.8652993 -644.3847704 -564.7006376
1039.9044915 -644.3847704 -564.7083449
1039.7081988 -644.3847704 -564.6715671
1039.7475369 -644.3847704 -564.6784894
1039.7868289 -644.3847704 -564.6856692
1039.8260809 -644.3847704 -564.6930655
1039.5106783 -644.3847704 -564.6422018
1039.5502971 -644.3847704 -564.6472744
1039.5898611 -644.3847704 -564.6527568
1039.6293646 -644.3847704 -564.6586595
1039.6688095 -644.3847704 -564.6649434
1039.1928245 -644.3847704 -564.6094940
1039.2325801 -644.3847704 -564.6133576
1039.2723406 -644.3847704 -564.6171697
1039.3121005 -644.3847704 -564.6209881
1039.3518542 -644.3847704 -564.6248708
1039.3915958 -644.3847704 -564.6288755
1039.4313187 -644.3847704 -564.6330603
1039.4710156 -644.3847704 -564.6374830
1040.6148415 -644.3847704 -564.8127523
1040.2969222 -644.3847704 -564.7826075
1040.3364308 -644.3847704 -564.7884762
1040.3760152 -644.3847704 -564.7938070
1040.4156760 -644.3847704 -564.7985346
1040.4554105 -644.3847704 -564.8025937
1040.4952115 -644.3847704 -564.8059440
1040.5350607 -644.3847704 -564.8086706
1040.5749414 -644.3847704 -564.8108983
1040.1395542 -644.3847704 -564.7550490
1040.1788106 -644.3847704 -564.7624229
1040.2181184 -644.3847704 -564.7695165
1040.2574865 -644.3847704 -564.7762661
1040.0219875 -644.3847704 -564.7318737
1040.0611542 -644.3847704 -564.7397119
1040.1003391 -644.3847704 -564.7474578
1039.9436650 -644.3847704 -564.7161469
1039.9828276 -644.3847704 -564.7240033
1041.2501344 -644.3847704 -564.8743516
1041.2894086 -644.3847704 -564.8816288
1041.3286450 -644.3847704 -564.8891064
1041.3678517 -644.3847704 -564.8967386
1041.0529750 -644.3847704 -564.8426228
1041.0925279 -644.3847704 -564.8481887
1041.1320167 -644.3847704 -564.8541925
1041.1714444 -644.3847704 -564.8605861
1041.2108151 -644.3847704 -564.8673216
1040.6547526 -644.3847704 -564.8143572
1040.6946685 -644.3847704 -564.8158372
1040.7345843 -644.3847704 -564.8173164
1040.7744953 -644.3847704 -564.8189187
1040.8143953 -644.3847704 -564.8207683
1040.8542760 -644.3847704 -564.8229896
1040.8941257 -644.3847704 -564.8257072
1040.9339286 -644.3847704 -564.8290375
1040.9736739 -644.3847704 -564.8329986
1041.0133568 -644.3847704 -564.8375432
1042.0607133 -644.3847704 -565.0853015
1042.0981776 -644.3847704 -565.0991529
1041.9477454 -644.3847704 -565.0453461
1041.9855068 -644.3847704 -565.0583648
1042.0231597 -644.3847704 -565.0716944
1041.8718635 -644.3847704 -565.0203783
1041.9098668 -644.3847704 -565.0326725
1041.7570459 -644.3847704 -564.9861141
1041.7954570 -644.3847704 -564.9970675
1041.8337287 -644.3847704 -565.0084982
1041.6798512 -644.3847704 -564.9655628
1041.7185060 -644.3847704 -564.9756230
1041.5243298 -644.3847704 -564.9289934
1041.5633232 -644.3847704 -564.9376496
1041.6022482 -644.3847704 -564.9466083
1041.6410946 -644.3847704 -564.9559019
1041.4070305 -644.3847704 -564.9045124
1041.4461750 -644.3847704 -564.9124575
1041.4852775 -644.3847704 -564.9206069
1042.8180418 -644.3847704 -565.3350331
1042.8573793 -644.3847704 -565.3419613
1042.7007884 -644.3847704 -565.3103909
1042.7397251 -644.3847704 -565.3192959
1042.7788170 -644.3847704 -565.3274940
1042.5851607 -644.3847704 -565.2790270
1042.6234852 -644.3847704 -565.2902729
1042.6620323 -644.3847704 -565.3007315
1042.5091364 -644.3847704 -565.2545084
1042.5470493 -644.3847704 -565.2670764
1042.4338277 -644.3847704 -565.2278639
1042.4714034 -644.3847704 -565.2414092
1042.3590456 -644.3847704 -565.1997696
1042.3963842 -644.3847704 -565.2139566
1042.2845651 -644.3847704 -565.1708823
1042.3217826 -644.3847704 -565.1853847
1042.2101428 -644.3847704 -565.1418450
1042.2473621 -644.3847704 -565.1563426
1042.1355632 -644.3847704 -565.1132155
1042.1728811 -644.3847704 -565.1274570
1043.3338277 -644.3847704 -565.3921069
1043.3737290 -644.3847704 -565.3939157
1043.4136471 -644.3847704 -565.3953028
1043.4535780 -644.3847704 -565.3962506
1043.4935171 -644.3847704 -565.3967417
1043.5334593 -644.3847704 -565.3967586
1043.5733989 -644.3847704 -565.3962926
1043.0155380 -644.3847704 -565.3645285
1043.0552171 -644.3847704 -565.3691223
1043.0949320 -644.3847704 -565.3733911
1043.1346771 -644.3847704 -565.3773582
1043.1744524 -644.3847704 -565.3810097
1043.2142569 -644.3847704 -565.3843279
1043.2540889 -644.3847704 -565.3872953
1043.2939467 -644.3847704 -565.3898942
1042.8968121 -644.3847704 -565.3483270
1042.9363247 -644.3847704 -565.3541782
1042.9759039 -644.3847704 -565.3595629
1043.6133305 -644.3847704 -565.3953641
1043.6532498 -644.3847704 -565.3940003
1043.6931531 -644.3847704 -565.3922283
1043.7330378 -644.3847704 -565.3900752
1043.7729018 -644.3847704 -565.3875678
1043.8127439 -644.3847704 -565.3847330
1043.8525635 -644.3847704 -565.3815977
1043.8923606 -644.3847704 -565.3781882
1043.9321357 -644.3847704 -565.3745312
1043.9718898 -644.3847704 -565.3706528
1044.0116244 -644.3847704 -565.3665813
1044.0513436 -644.3847704 -565.3623614
1044.0910525 -644.3847704 -565.3580462
1044.1307567 -644.3847704 -565.3536886
1044.1704621 -644.3847704 -565.3493419
1044.2101745 -644.3847704 -565.3450595
1044.2498993 -644.3847704 -565.3408947
1044.2896417 -644.3847704 -565.3369015
1044.3294061 -644.3847704 -565.3331339
1044.3691960 -644.3847704 -565.3296464
1044.4090139 -644.3847704 -565.3264938
1044.4488605 -644.3847704 -565.3237288
1044.4887322 -644.3847704 -565.3213527
1044.5286228 -644.3847704 -565.3193166
1044.5685271 -644.3847704 -565.3175692
1044.6084412 -644.3847704 -565.3160589
1044.6483618 -644.3847704 -565.3147341
1044.6882866 -644.3847704 -565.3135428
1044.7282137 -644.3847704 -565.3124334
1044.7681417 -644.3847704 -565.3113539
1044.8080690 -644.3847704 -565.3102526
1044.8479942 -644.3847704 -565.3090778
1044.8879156 -644.3847704 -565.3077784
1044.9278318 -644.3847704 -565.3063304
1044.9677433 -644.3847704 -565.3047550
1045.0076505 -644.3847704 -565.3030774
1045.0475545 -644.3847704 -565.3013228
1045.0874562 -644.3847704 -565.2995165
1045.1273566 -644.3847704 -565.2976834
1045.1672570 -644.3847704 -565.2958485
1045.2071585 -644.3847704 -565.2940369
1045.2470620 -644.3847704 -565.2922733
1045.2869688 -644.3847704 -565.2905826
1045.3268795 -644.3847704 -565.2889896
1045.3667949 -644.3847704 -565.2875141
1045.4067146 -644.3847704 -565.2861594
1045.4466382 -644.3847704 -565.2849256
1045.4865655 -644.3847704 -565.2838127
