# 3D Systems, Inc.
# New Model
1043.0710814 -638.3847704 -564.8097727
1043.1147080 -638.3847704 -564.8056140
1043.1583236 -638.3847704 -564.8013412
1043.2019310 -638.3847704 -564.7969856
1043.2455334 -638.3847704 -564.7925800
1043.2891341 -638.3847704 -564.7881570
1043.3327363 -638.3847704 -564.7837492
1043.3763433 -638.3847704 -564.7793893
1043.4199582 -638.3847704 -564.7751100
1043.4635841 -638.3847704 -564.7709441
1043.5072237 -638.3847704 -564.7669242
1043.5508793 -638.3847704 -564.7630832
1043.5945522 -638.3847704 -564.7594432
1043.6382416 -638.3847704 -564.7560078
1043.6819468 -638.3847704 -564.7527787
1043.7256668 -638.3847704 -564.7497573
1043.7694008 -638.3847704 -564.7469452
1043.8131478 -638.3847704 -564.7443441
1043.8569070 -638.3847704 -564.7419555
1043.9006773 -638.3847704 -564.7397809
1043.9444578 -638.3847704 -564.7378218
1043.9882475 -638.3847704 -564.7360798
1044.0320452 -638.3847704 -564.7345499
1044.0758492 -638.3847704 -564.7332137
1044.1196582 -638.3847704 -564.7320509
1044.1634711 -638.3847704 -564.7310413
1044.2072867 -638.3847704 -564.7301645
1044.2511045 -638.3847704 -564.7294004
1044.2949238 -638.3847704 -564.7287287
1044.3387442 -638.3847704 -564.7281292
1044.3825652 -638.3847704 -564.7275816
1044.4263867 -638.3847704 -564.7270658
1044.4702083 -638.3847704 -564.7265568
1044.5140295 -638.3847704 -564.7260180
1044.5578497 -638.3847704 -564.7254107
1044.6016684 -638.3847704 -564.7246960
1044.6454843 -638.3847704 -564.7238349
1044.6892962 -638.3847704 -564.7227884
1044.7331022 -638.3847704 -564.7215173
1044.7768996 -638.3847704 -564.7199820
1044.8206853 -638.3847704 -564.7181432
1044.8644552 -638.3847704 -564.7159611
1044.9082048 -638.3847704 -564.7134066
1044.9519313 -638.3847704 -564.7104824
1044.9956321 -638.3847704 -564.7071970
1045.0393050 -638.3847704 -564.7035592
1045.0829480 -638.3847704 -564.6995780
1045.1265592 -638.3847704 -564.6952624
1045.1701370 -638.3847704 -564.6906215
1045.2136799 -638.3847704 -564.6856645
1045.2571869 -638.3847704 -564.6804009
1045.3006569 -638.3847704 -564.6748399
1045.3440906 -638.3847704 -564.6690022
1045.3874939 -638.3847704 -564.6629419
1045.4308742 -638.3847704 -564.6567191
1045.4742398 -638.3847704 -564.6503938
1045.5175990 -638.3847704 -564.6440258
1045.5609608 -638.3847704 -564.6376747
1045.6043336 -638.3847704 -564.6313998
1045.6477258 -638.3847704 -564.6252607
1045.6911452 -638.3847704 -564.6193167
1045.7345987 -638.3847704 -564.6136272
1045.7780912 -638.3847704 -564.6082425
1045.8216229 -638.3847704 -564.6031849
1045.8651931 -638.3847704 -564.5984709
1045.9088008 -638.3847704 -564.5941174
1045.9524445 -638.3847704 -564.5901413
1045.9961224 -638.3847704 -564.5865599
1046.0398320 -638.3847704 -564.5833903
1046.0835706 -638.3847704 -564.5806503
1046.5654057 -638.3847704 -564.5799967
1046.6091680 -638.3847704 -564.5823290
1046.6529111 -638.3847704 -564.5849958
1046.6966336 -638.3847704 -564.5879830
1046.7403340 -638.3847704 -564.5912766
1046.7840114 -638.3847704 -564.5948627
1046.8276650 -638.3847704 -564.5987276
1046.8712943 -638.3847704 -564.6028573
1046.1273350 -638.3847704 -564.5783575
1046.1711212 -638.3847704 -564.5765298
1046.2149246 -638.3847704 -564.5751793
1046.2587400 -638.3847704 -564.5742968
1046.3025622 -638.3847704 -564.5738679
1046.3463865 -638.3847704 -564.5738781
1046.3902087 -638.3847704 -564.5743127
1046.4340249 -638.3847704 -564.5751568
1046.4778318 -638.3847704 -564.5763955
1046.5216262 -638.3847704 -564.5780138
1047.4809283 -638.3847704 -564.6716922
1047.5246187 -638.3847704 -564.6751138
1047.5683440 -638.3847704 -564.6780569
1047.6120973 -638.3847704 -564.6805486
1047.6558727 -638.3847704 -564.6826163
1047.6996650 -638.3847704 -564.6842876
1047.0890772 -638.3847704 -564.6269962
1047.1325710 -638.3847704 -564.6323685
1047.1760574 -638.3847704 -564.6378014
1047.2195448 -638.3847704 -564.6432258
1047.2630419 -638.3847704 -564.6485723
1047.3065569 -638.3847704 -564.6537714
1047.3500972 -638.3847704 -564.6587533
1047.3936694 -638.3847704 -564.6634478
1047.4372786 -638.3847704 -564.6677844
1046.9148991 -638.3847704 -564.6072384
1046.9584794 -638.3847704 -564.6118572
1047.0020354 -638.3847704 -564.6167001
1047.0455674 -638.3847704 -564.6217537
1047.7434699 -638.3847704 -564.6855904
1047.7872836 -638.3847704 -564.6865526
1047.8311030 -638.3847704 -564.6872021
1047.8749258 -638.3847704 -564.6875671
1047.9187499 -638.3847704 -564.6876753
1047.9625741 -638.3847704 -564.6875504
1048.0063971 -638.3847704 -564.6871941
1048.0502176 -638.3847704 -564.6866020
1048.0940341 -638.3847704 -564.6857690
1048.1378453 -638.3847704 -564.6846904
1048.1816496 -638.3847704 -564.6833613
1048.2254455 -638.3847704 -564.6817768
1048.2692311 -638.3847704 -564.6799316
1048.3130047 -638.3847704 -564.6778209
1048.3567645 -638.3847704 -564.6754393
1048.4005083 -638.3847704 -564.6727831
1048.4442347 -638.3847704 -564.6698569
1048.4879429 -638.3847704 -564.6666684
1048.5316316 -638.3847704 -564.6632250
1048.5753003 -638.3847704 -564.6595347
1048.6189480 -638.3847704 -564.6556050
1048.6625742 -638.3847704 -564.6514436
1048.7061786 -638.3847704 -564.6470584
1048.7497606 -638.3847704 -564.6424570
1048.7933201 -638.3847704 -564.6376471
1048.8368574 -638.3847704 -564.6326390
1048.8803745 -638.3847704 -564.6274591
1048.9238751 -638.3847704 -564.6221408
1048.9673626 -638.3847704 -564.6167176
1049.0108412 -638.3847704 -564.6112226
1049.0543149 -638.3847704 -564.6056892
1049.0977880 -638.3847704 -564.6001505
1049.1412646 -638.3847704 -564.5946398
1049.1847489 -638.3847704 -564.5891902
1049.2282449 -638.3847704 -564.5838350
1049.2717563 -638.3847704 -564.5786060
1049.3152850 -638.3847704 -564.5735232
1049.3588320 -638.3847704 -564.5686004
1049.4023984 -638.3847704 -564.5638515
1049.4459848 -638.3847704 -564.5592904
1049.4895918 -638.3847704 -564.5549311
1049.5332198 -638.3847704 -564.5507874
1049.5768690 -638.3847704 -564.5468734
1049.6205393 -638.3847704 -564.5432031
1049.6642305 -638.3847704 -564.5397905
1049.7079419 -638.3847704 -564.5366481
1049.7516716 -638.3847704 -564.5337716
1049.7954171 -638.3847704 -564.5311467
1049.8391762 -638.3847704 -564.5287588
1049.8829469 -638.3847704 -564.5265932
1049.9267275 -638.3847704 -564.5246352
1049.9705162 -638.3847704 -564.5228702
1050.0143118 -638.3847704 -564.5212835
1050.0581130 -638.3847704 -564.5198604
1050.1019188 -638.3847704 -564.5185862
1050.1457284 -638.3847704 -564.5174463
1050.1895409 -638.3847704 -564.5164280
1050.2333559 -638.3847704 -564.5155197
1050.2771728 -638.3847704 -564.5147100
1050.3209913 -638.3847704 -564.5139874
1050.3648109 -638.3847704 -564.5133404
1050.4086314 -638.3847704 -564.5127575
1050.4524527 -638.3847704 -564.5122274
1050.4962744 -638.3847704 -564.5117386
1050.5400964 -638.3847704 -564.5112797
1050.5839186 -638.3847704 -564.5108398
1050.6277410 -638.3847704 -564.5104187
1050.6715636 -638.3847704 -564.5100255
1050.7153866 -638.3847704 -564.5096696
1050.7592099 -638.3847704 -564.5093605
1050.8030335 -638.3847704 -564.5091075
1050.8468575 -638.3847704 -564.5089200
1050.8906818 -638.3847704 -564.5088075
1050.9345061 -638.3847704 -564.5087794
1050.9783304 -638.3847704 -564.5088451
1051.0221544 -638.3847704 -564.5090137
1051.0659779 -638.3847704 -564.5092863
1051.1098007 -638.3847704 -564.5096554
1051.1536227 -638.3847704 -564.5101132
1051.1974437 -638.3847704 -564.5106517
1051.2412638 -638.3847704 -564.5112630
1051.2850830 -638.3847704 -564.5119394
1051.3289012 -638.3847704 -564.5126728
1051.3727186 -638.3847704 -564.5134554
1051.4165352 -638.3847704 -564.5142793
1051.4603512 -638.3847704 -564.5151370
1051.5041666 -638.3847704 -564.5160325
1051.5479807 -638.3847704 -564.5169855
1051.5917930 -638.3847704 -564.5180164
1051.6356029 -638.3847704 -564.5191457
1051.6794095 -638.3847704 -564.5203940
1051.7232119 -638.3847704 -564.5217818
1051.7670090 -638.3847704 -564.5233297
1052.5095395 -638.3847704 -564.5816183
1052.5530676 -638.3847704 -564.5867055
1052.5965811 -638.3847704 -564.5919171
1051.9858578 -638.3847704 -564.5341381
1052.0295899 -638.3847704 -564.5369770
1052.0733072 -638.3847704 -564.5400362
1052.1170089 -638.3847704 -564.5433111
1052.1606942 -638.3847704 -564.5467970
1052.2043626 -638.3847704 -564.5504892
1052.2480136 -638.3847704 -564.5543831
1052.2916465 -638.3847704 -564.5584738
1052.3352610 -638.3847704 -564.5627568
1052.3788570 -638.3847704 -564.5672247
1052.4224350 -638.3847704 -564.5718657
1052.4659956 -638.3847704 -564.5766677
1051.8107992 -638.3847704 -564.5250583
1051.8545810 -638.3847704 -564.5269881
1051.8983524 -638.3847704 -564.5291397
1051.9421116 -638.3847704 -564.5315241
1053.2048259 -638.3847704 -564.6723096
1053.2482382 -638.3847704 -564.6783055
1053.2916489 -638.3847704 -564.6843120
1053.3350580 -638.3847704 -564.6903308
1053.3784652 -638.3847704 -564.6963634
1053.4218702 -638.3847704 -564.7024112
1052.8574198 -638.3847704 -564.6251343
1052.9008629 -638.3847704 -564.6309024
1052.9442996 -638.3847704 -564.6367187
1052.9877306 -638.3847704 -564.6425775
1053.0311566 -638.3847704 -564.6484731
1053.0745784 -638.3847704 -564.6543998
1053.1179967 -638.3847704 -564.6603520
1053.1614123 -638.3847704 -564.6663238
1052.6400810 -638.3847704 -564.5972410
1052.6835685 -638.3847704 -564.6026651
1052.7270449 -638.3847704 -564.6081774
1052.7705115 -638.3847704 -564.6137659
1052.8139696 -638.3847704 -564.6194203
1054.2026951 -638.3847704 -564.8145524
1054.2460614 -638.3847704 -564.8208722
1053.8557630 -638.3847704 -564.7640068
1053.8991360 -638.3847704 -564.7702804
1053.9425066 -638.3847704 -564.7765706
1053.9858750 -638.3847704 -564.7828762
1054.0292413 -638.3847704 -564.7891958
1054.0726057 -638.3847704 -564.7955281
1054.1159687 -638.3847704 -564.8018707
1054.1593313 -638.3847704 -564.8082153
1053.5520704 -638.3847704 -564.7206617
1053.5954647 -638.3847704 -564.7267860
1053.6388558 -638.3847704 -564.7329332
1053.6822435 -638.3847704 -564.7391044
1053.7256278 -638.3847704 -564.7452986
1053.7690091 -638.3847704 -564.7515146
1053.8123875 -638.3847704 -564.7577511
1053.4652729 -638.3847704 -564.7084758
1053.5086731 -638.3847704 -564.7145588
1054.8539739 -638.3847704 -564.9037158
1054.8974409 -638.3847704 -564.9093007
1054.9409078 -638.3847704 -564.9148861
1054.9843735 -638.3847704 -564.9204816
1055.0278368 -638.3847704 -564.9260957
1055.0712966 -638.3847704 -564.9317366
1054.5063884 -638.3847704 -564.8578881
1054.5498096 -638.3847704 -564.8638189
1054.5932412 -638.3847704 -564.8696725
1054.6366819 -638.3847704 -564.8754586
1054.6801303 -638.3847704 -564.8811868
1054.7235850 -638.3847704 -564.8868669
1054.7670446 -638.3847704 -564.8925086
1054.8105080 -638.3847704 -564.8981217
1054.2894316 -638.3847704 -564.8271652
1054.3328070 -638.3847704 -564.8334215
1054.3761892 -638.3847704 -564.8396317
1054.4195793 -638.3847704 -564.8457860
1054.4629786 -638.3847704 -564.8518747
1055.8528055 -638.3847704 -565.0389484
1055.8963185 -638.3847704 -565.0441657
1055.5488510 -638.3847704 -564.9975139
1055.5922295 -638.3847704 -565.0037506
1055.6356157 -638.3847704 -565.0099335
1055.6790139 -638.3847704 -565.0160312
1055.7224283 -638.3847704 -565.0220129
1055.7658627 -638.3847704 -565.0278470
1055.8093207 -638.3847704 -565.0335023
1055.2016445 -638.3847704 -564.9489000
1055.2450796 -638.3847704 -564.9547284
1055.2885056 -638.3847704 -564.9606238
1055.3319214 -638.3847704 -564.9665944
1055.3753256 -638.3847704 -564.9726482
1055.4187174 -638.3847704 -564.9787905
1055.4620994 -638.3847704 -564.9850028
1055.5054758 -638.3847704 -564.9912543
1055.1147519 -638.3847704 -564.9374122
1055.1582016 -638.3847704 -564.9431306
1056.4204986 -638.3847704 -565.0845771
1056.4643030 -638.3847704 -565.0858967
1056.5081151 -638.3847704 -565.0869311
1056.5519329 -638.3847704 -565.0876938
1056.5957543 -638.3847704 -565.0881987
1056.6395779 -638.3847704 -565.0884594
1056.6834023 -638.3847704 -565.0884898
1055.9398597 -638.3847704 -565.0491420
1055.9834291 -638.3847704 -565.0538648
1056.0270264 -638.3847704 -565.0583218
1056.0706513 -638.3847704 -565.0625004
1056.1143031 -638.3847704 -565.0663879
1056.1579808 -638.3847704 -565.0699715
1056.2016833 -638.3847704 -565.0732384
1056.2454092 -638.3847704 -565.0761756
1056.2891566 -638.3847704 -565.0787712
1056.3329226 -638.3847704 -565.0810278
1056.3767043 -638.3847704 -565.0829586
1056.7272258 -638.3847704 -565.0883046
1056.7710476 -638.3847704 -565.0879296
1056.8148679 -638.3847704 -565.0873983
1056.8586865 -638.3847704 -565.0867444
1056.9025038 -638.3847704 -565.0860017
1056.9463201 -638.3847704 -565.0852040
1056.9901360 -638.3847704 -565.0843852
1057.0339522 -638.3847704 -565.0835790
1057.0777693 -638.3847704 -565.0828192
1057.1215876 -638.3847704 -565.0821390
1057.1654083 -638.3847704 -565.0815711
1057.2092311 -638.3847704 -565.0811392
1057.2530552 -638.3847704 -565.0808625
1057.2968800 -638.3847704 -565.0807599
1057.3407048 -638.3847704 -565.0808504
1057.3845286 -638.3847704 -565.0811527
1057.4283502 -638.3847704 -565.0816859
1057.4721680 -638.3847704 -565.0824691
1057.5159801 -638.3847704 -565.0835212
1058.1269478 -638.3847704 -565.1351856
1058.1702584 -638.3847704 -565.1418739
1058.2135144 -638.3847704 -565.1489076
1058.2567177 -638.3847704 -565.1562586
1058.2998709 -638.3847704 -565.1638984
1058.3429772 -638.3847704 -565.1717989
1057.5597844 -638.3847704 -565.0848615
1057.6035780 -638.3847704 -565.0865088
1057.6473583 -638.3847704 -565.0884786
1057.6911221 -638.3847704 -565.0907846
1057.7348660 -638.3847704 -565.0934404
1057.7785863 -638.3847704 -565.0964594
1057.8222790 -638.3847704 -565.0998552
1057.8659395 -638.3847704 -565.1036415
1057.9095630 -638.3847704 -565.1078317
1057.9531444 -638.3847704 -565.1124395
1057.9966780 -638.3847704 -565.1174782
1058.0401578 -638.3847704 -565.1229594
1058.0835811 -638.3847704 -565.1288713
1059.0734045 -638.3847704 -565.3184188
1059.1165624 -638.3847704 -565.3260340
1059.1597780 -638.3847704 -565.3333133
1058.8153721 -638.3847704 -565.2678467
1058.8582998 -638.3847704 -565.2766677
1058.9012499 -638.3847704 -565.2853796
1058.9442289 -638.3847704 -565.2939488
1058.9872434 -638.3847704 -565.3023374
1059.0302999 -638.3847704 -565.3105069
1058.6008649 -638.3847704 -565.2231078
1058.6437685 -638.3847704 -565.2320450
1058.6866651 -638.3847704 -565.2410160
1058.7295606 -638.3847704 -565.2499923
1058.7724610 -638.3847704 -565.2589454
1058.3860402 -638.3847704 -565.1799321
1058.4290641 -638.3847704 -565.1882702
1058.4720534 -638.3847704 -565.1967853
1058.5150130 -638.3847704 -565.2054492
1058.5579483 -638.3847704 -565.2142330
1059.3768081 -638.3847704 -565.3633177
1059.4203922 -638.3847704 -565.3678935
1059.4640193 -638.3847704 -565.3720420
1059.5076818 -638.3847704 -565.3758004
1059.5513734 -638.3847704 -565.3792059
1059.5950885 -638.3847704 -565.3822962
1059.6388224 -638.3847704 -565.3851088
1059.6825712 -638.3847704 -565.3876814
1059.7263315 -638.3847704 -565.3900515
1059.7701004 -638.3847704 -565.3922566
1059.8138758 -638.3847704 -565.3943288
1059.8576562 -638.3847704 -565.3962938
1059.9014403 -638.3847704 -565.3981768
1059.9452267 -638.3847704 -565.4000030
1059.9890145 -638.3847704 -565.4017977
1059.2030551 -638.3847704 -565.3402171
1059.2463963 -638.3847704 -565.3467057
1059.2898031 -638.3847704 -565.3527389
1059.3332753 -638.3847704 -565.3582777
1060.0765897 -638.3847704 -565.4053931
1060.1203751 -638.3847704 -565.4072442
1060.1641575 -638.3847704 -565.4091645
1060.2079355 -638.3847704 -565.4111787
1060.2517085 -638.3847704 -565.4132978
1060.2954767 -638.3847704 -565.4155134
1060.3392405 -638.3847704 -565.4178155
1060.3830001 -638.3847704 -565.4201944
1060.4267561 -638.3847704 -565.4226403
1060.4705088 -638.3847704 -565.4251433
1060.5142588 -638.3847704 -565.4276936
1060.5580066 -638.3847704 -565.4302814
1060.6017528 -638.3847704 -565.4328968
1060.6454980 -638.3847704 -565.4355300
1060.6892430 -638.3847704 -565.4381690
1060.7329885 -638.3847704 -565.4407980
1060.7767356 -638.3847704 -565.4434010
1060.0328025 -638.3847704 -565.4035860
1060.9079951 -638.3847704 -565.4508948
1060.9517571 -638.3847704 -565.4532344
1060.9955245 -638.3847704 -565.4554682
1061.0392980 -638.3847704 -565.4575801
1061.0830779 -638.3847704 -565.4595542
1061.1268644 -638.3847704 -565.4613756
1061.1706574 -638.3847704 -565.4630315
1061.2144568 -638.3847704 -565.4645096
1061.2582622 -638.3847704 -565.4657974
1061.3020731 -638.3847704 -565.4668825
1061.3458887 -638.3847704 -565.4677523
1061.3897083 -638.3847704 -565.4683944
1061.4335307 -638.3847704 -565.4687965
1061.4773547 -638.3847704 -565.4689460
1061.5211789 -638.3847704 -565.4688308
1061.5650020 -638.3847704 -565.4684630
1061.6088233 -638.3847704 -565.4679079
1060.8204852 -638.3847704 -565.4459621
1060.8642381 -638.3847704 -565.4484654
1062.3522098 -638.3847704 -565.4971100
1062.3953996 -638.3847704 -565.5045339
1062.4384180 -638.3847704 -565.5128908
1061.6526429 -638.3847704 -565.4672375
1061.6964618 -638.3847704 -565.4665239
1061.7402812 -638.3847704 -565.4658395
1061.7841020 -638.3847704 -565.4652564
1061.8279247 -638.3847704 -565.4648473
1061.8717488 -638.3847704 -565.4646850
1061.9155729 -638.3847704 -565.4648430
1061.9593941 -638.3847704 -565.4653947
1062.0032075 -638.3847704 -565.4664074
1062.0470059 -638.3847704 -565.4679316
1062.0907812 -638.3847704 -565.4700163
1062.1345231 -638.3847704 -565.4727110
1062.1782191 -638.3847704 -565.4760659
1062.2218546 -638.3847704 -565.4801318
1062.2654122 -638.3847704 -565.4849601
1062.3088717 -638.3847704 -565.4906024
1063.2714947 -638.3847704 -565.7826532
1063.1480399 -638.3847704 -565.7374341
1063.1891732 -638.3847704 -565.7525541
1063.2303200 -638.3847704 -565.7676400
1063.0245881 -638.3847704 -565.6922165
1063.0657602 -638.3847704 -565.7072301
1063.1069066 -638.3847704 -565.7223144
1062.9007904 -638.3847704 -565.6479574
1062.9421156 -638.3847704 -565.6625440
1062.9833774 -638.3847704 -565.6773092
1062.7346199 -638.3847704 -565.5921518
1062.7763181 -638.3847704 -565.6056369
1062.8179031 -638.3847704 -565.6194661
1062.8593900 -638.3847704 -565.6335857
1062.5663897 -638.3847704 -565.5429504
1062.6086889 -638.3847704 -565.5544079
1062.6508195 -638.3847704 -565.5664717
1062.6927921 -638.3847704 -565.5790750
1062.4812571 -638.3847704 -565.5221241
1062.5239140 -638.3847704 -565.5321665
1064.0723155 -638.3847704 -566.0067114
1063.8579203 -638.3847704 -565.9615178
1063.9006662 -638.3847704 -565.9711743
1063.9434877 -638.3847704 -565.9804905
1063.9863753 -638.3847704 -565.9894978
1064.0293203 -638.3847704 -565.9982276
1063.6879040 -638.3847704 -565.9188838
1063.7302399 -638.3847704 -565.9302023
1063.7726959 -638.3847704 -565.9410616
1063.8152599 -638.3847704 -565.9514903
1063.5199550 -638.3847704 -565.8687107
1063.5617308 -638.3847704 -565.8819569
1063.6036435 -638.3847704 -565.8947629
1063.6457014 -638.3847704 -565.9070786
1063.3953343 -638.3847704 -565.8268136
1063.4367693 -638.3847704 -565.8410917
1063.4783052 -638.3847704 -565.8550730
1063.3127118 -638.3847704 -565.7975494
1063.3539866 -638.3847704 -565.8122844
1064.7232012 -638.3847704 -566.0958344
1064.7669036 -638.3847704 -566.0991063
1064.8106206 -638.3847704 -566.1021781
1064.8543489 -638.3847704 -566.1050856
1064.8980856 -638.3847704 -566.1078641
1064.3313264 -638.3847704 -566.0519459
1064.3746800 -638.3847704 -566.0583545
1064.4180877 -638.3847704 -566.0643856
1064.4615487 -638.3847704 -566.0700187
1064.5050616 -638.3847704 -566.0752338
1064.5486218 -638.3847704 -566.0800376
1064.5922220 -638.3847704 -566.0844642
1064.6358557 -638.3847704 -566.0885489
1064.6795171 -638.3847704 -566.0923271
1064.1153577 -638.3847704 -566.0149574
1064.1584482 -638.3847704 -566.0229472
1064.2015889 -638.3847704 -566.0306610
1064.2447814 -638.3847704 -566.0380789
1064.2880270 -638.3847704 -566.0451806
1064.9418275 -638.3847704 -566.1105481
1064.9855739 -638.3847704 -566.1131486
1065.0293257 -638.3847704 -566.1156547
1065.0730835 -638.3847704 -566.1180548
1065.1168476 -638.3847704 -566.1203371
1065.1606183 -638.3847704 -566.1224901
1065.2043956 -638.3847704 -566.1245023
1065.2481796 -638.3847704 -566.1263623
1065.2919703 -638.3847704 -566.1280589
1065.3357674 -638.3847704 -566.1295809
1065.3795712 -638.3847704 -566.1309171
1065.4233815 -638.3847704 -566.1320516
1065.4671969 -638.3847704 -566.1329647
1065.5110166 -638.3847704 -566.1336365
1065.5548394 -638.3847704 -566.1340472
1065.5986640 -638.3847704 -566.1341768
1065.6424884 -638.3847704 -566.1340055
1065.6863103 -638.3847704 -566.1335134
1065.7301269 -638.3847704 -566.1326805
1065.7739352 -638.3847704 -566.1314870
1065.8177315 -638.3847704 -566.1299134
1065.8615121 -638.3847704 -566.1279500
1065.9052734 -638.3847704 -566.1255953
1065.9490118 -638.3847704 -566.1228481
1065.9927237 -638.3847704 -566.1197068
1066.0364053 -638.3847704 -566.1161701
1066.0800530 -638.3847704 -566.1122365
1066.1236629 -638.3847704 -566.1079045
1066.1672313 -638.3847704 -566.1031724
1066.2107541 -638.3847704 -566.0980385
1066.2542271 -638.3847704 -566.0925016
1066.2976473 -638.3847704 -566.0865679
1066.3410136 -638.3847704 -566.0802514
1066.3843246 -638.3847704 -566.0735661
1066.4275794 -638.3847704 -566.0665265
1066.4707776 -638.3847704 -566.0591468
1066.5139189 -638.3847704 -566.0514413
1066.5570035 -638.3847704 -566.0434244
1066.6000318 -638.3847704 -566.0351105
1066.6430045 -638.3847704 -566.0265137
1066.6859228 -638.3847704 -566.0176486
1066.7287899 -638.3847704 -566.0085382
1066.7716112 -638.3847704 -565.9992148
1066.8143929 -638.3847704 -565.9897111
1066.8571416 -638.3847704 -565.9800594
1066.8998640 -638.3847704 -565.9702921
1066.9425672 -638.3847704 -565.9604412
1066.9852584 -638.3847704 -565.9505385
1067.0279451 -638.3847704 -565.9406160
1067.0706345 -638.3847704 -565.9307055
1067.1133338 -638.3847704 -565.9208385
1067.1560484 -638.3847704 -565.9110386
1067.1987809 -638.3847704 -565.9013172
1067.2415336 -638.3847704 -565.8916850
1067.2843087 -638.3847704 -565.8821526
1067.3271082 -638.3847704 -565.8727307
1067.3699342 -638.3847704 -565.8634299
1067.4127886 -638.3847704 -565.8542610
1067.4556733 -638.3847704 -565.8452345
1067.4985899 -638.3847704 -565.8363612
1067.5415428 -638.3847704 -565.8276514
1067.5845363 -638.3847704 -565.8191249
1067.6275731 -638.3847704 -565.8108222
1067.6706603 -638.3847704 -565.8027867
1067.7138051 -638.3847704 -565.7950649
1067.7570140 -638.3847704 -565.7877068
1067.8002933 -638.3847704 -565.7807673
1067.8436485 -638.3847704 -565.7743072
1067.8870836 -638.3847704 -565.7683948
1067.9306006 -638.3847704 -565.7631074
1067.9741903 -638.3847704 -565.7585324
1068.0178371 -638.3847704 -565.7546719
1068.0615265 -638.3847704 -565.7513942
1068.1052402 -638.3847704 -565.7485406
1068.1489645 -638.3847704 -565.7459341
1068.1926991 -638.3847704 -565.7433807
1068.2364527 -638.3847704 -565.7406720
1068.2801695 -638.3847704 -565.7375928
1068.3238319 -638.3847704 -565.7339193
1068.3674178 -638.3847704 -565.7294434
1068.4109227 -638.3847704 -565.7241931
1068.4543567 -638.3847704 -565.7183766
1068.4977333 -638.3847704 -565.7122083
1068.5410906 -638.3847704 -565.7058974
1068.5844614 -638.3847704 -565.6996484
1068.6278757 -638.3847704 -565.6936578
1068.6713579 -638.3847704 -565.6881125
1068.7149247 -638.3847704 -565.6831869
1068.8057166 -638.3847704 -565.5375775
1068.8494669 -638.3847704 -565.5354570
1068.8932403 -638.3847704 -565.5333014
1068.9370238 -638.3847704 -565.5310752
1068.9808095 -638.3847704 -565.5287461
1069.0245917 -638.3847704 -565.5262842
1069.0683666 -638.3847704 -565.5236610
1069.1121306 -638.3847704 -565.5208485
1069.1558804 -638.3847704 -565.5178185
1069.1996126 -638.3847704 -565.5145425
1069.2433231 -638.3847704 -565.5109907
1069.2870020 -638.3847704 -565.5071335
1069.3306487 -638.3847704 -565.5029798
1069.3742721 -638.3847704 -565.4985873
1069.4178773 -638.3847704 -565.4940168
1069.4614701 -638.3847704 -565.4893294
1069.5050570 -638.3847704 -565.4845862
1069.5486444 -638.3847704 -565.4798481
1069.5922389 -638.3847704 -565.4751765
1069.6358468 -638.3847704 -565.4706324
1069.6794740 -638.3847704 -565.4662774
1069.7231253 -638.3847704 -565.4621729
1069.7668047 -638.3847704 -565.4583792
1069.8105118 -638.3847704 -565.4549170
1069.8542422 -638.3847704 -565.4517608
1069.8979917 -638.3847704 -565.4488822
1069.9417570 -638.3847704 -565.4462529
1069.9855350 -638.3847704 -565.4438445
1070.0293233 -638.3847704 -565.4416286
1070.0731195 -638.3847704 -565.4395768
1070.1169220 -638.3847704 -565.4376607
1070.1607290 -638.3847704 -565.4358521
1070.2045392 -638.3847704 -565.4341224
1070.2483513 -638.3847704 -565.4324434
1070.2921643 -638.3847704 -565.4307882
1070.3359772 -638.3847704 -565.4291312
1070.3797891 -638.3847704 -565.4274472
1070.4235989 -638.3847704 -565.4257107
1070.4674056 -638.3847704 -565.4238963
1070.5112078 -638.3847704 -565.4219786
1070.5550042 -638.3847704 -565.4199321
1070.5987930 -638.3847704 -565.4177313
1070.6425725 -638.3847704 -565.4153508
1070.6863402 -638.3847704 -565.4127650
1070.7300937 -638.3847704 -565.4099492
1070.7738313 -638.3847704 -565.4068959
1070.8175524 -638.3847704 -565.4036155
1070.8612568 -638.3847704 -565.4001195
1070.9049444 -638.3847704 -565.3964192
1070.9486153 -638.3847704 -565.3925259
1070.9922696 -638.3847704 -565.3884510
1071.0359076 -638.3847704 -565.3842059
1071.0795300 -638.3847704 -565.3798021
1071.1231372 -638.3847704 -565.3752507
1071.1667301 -638.3847704 -565.3705634
1071.2103097 -638.3847704 -565.3657524
1071.2538798 -638.3847704 -565.3608545
1071.2974467 -638.3847704 -565.3559291
1071.3410173 -638.3847704 -565.3510362
1071.3845981 -638.3847704 -565.3462360
1071.4281955 -638.3847704 -565.3415887
1071.4718149 -638.3847704 -565.3371546
1071.5154613 -638.3847704 -565.3329944
1071.5591382 -638.3847704 -565.3291688
1071.6028479 -638.3847704 -565.3257388
1071.6465908 -638.3847704 -565.3227655
1071.6903659 -638.3847704 -565.3203078
1071.7341676 -638.3847704 -565.3183828
1071.7779889 -638.3847704 -565.3169696
1071.8218234 -638.3847704 -565.3160462
1071.8656652 -638.3847704 -565.3155903
1071.9095094 -638.3847704 -565.3155798
1071.9533517 -638.3847704 -565.3159924
1071.9971884 -638.3847704 -565.3168059
