# 3D Systems, Inc.
# New Model
1021.5484317 -644.3847704 -564.5053541
1021.5770069 -644.3847704 -564.4775976
1021.6083658 -644.3847704 -564.4530972
1021.6421065 -644.3847704 -564.4320224
1021.6777458 -644.3847704 -564.4143510
1021.7148035 -644.3847704 -564.3998862
1021.7528641 -644.3847704 -564.3883100
1021.7916023 -644.3847704 -564.3792454
1021.8307820 -644.3847704 -564.3723034
1021.8702403 -644.3847704 -564.3671115
